 	Label	Area	Mean	Min	Max	X	Y	XM	YM	BX	BY	Width	Height	Angle	Feret	FeretX	FeretY	FeretAngle	MinFeret	Length
1	Adigit_19_C11_N1_P4.jpg:e1t	6631	94.853	6.000	251.000	0.000	0.000	712.369	265.243	678	204	69	124	1.245	125.766	696.000	328.000	80.388	67.897	184.043
2	Adigit_19_C11_N1_P4.jpg:e2	8318	195.205	73.000	245.000	0.000	0.000	552.956	168.856	494	117	121	104	1.245	135.695	494.000	137.000	150.412	84.941	184.043
3	Adigit_19_C11_N1_P4.jpg:e3	9737	201.460	55.000	250.000	0.000	0.000	345.995	364.830	289	296	119	129	1.245	132.424	300.000	417.000	64.983	102.620	184.043
4	Adigit_19_C11_N1_P4.jpg:e4	6167	203.406	16.000	245.000	0.000	0.000	405.070	300.241	360	258	87	104	1.245	107.912	383.000	261.000	110.618	86.828	184.043
5	Adigit_19_C11_N1_P4.jpg:e5t	8731	106.006	0.000	191.000	0.000	0.000	602.748	529.815	563	469	89	127	1.245	128.316	587.000	592.000	68.033	88.197	184.043
6	Adigit_19_C11_N1_P4.jpg:Cali_Pts	0	5.000	5.000	5.000	116.000	718.667	116.500	718.500	116	718	1	1	1.245	0.000	116.000	718.667	0.000	0.000	184.043
7	Adigit_19_C11_N1_P4.jpg:Cali_Pts	0	19.000	19.000	19.000	312.000	721.333	312.500	721.500	312	721	1	1	1.245	0.000	312.000	721.333	0.000	0.000	184.043
8	Adigit_19_C11_N1_P4.jpg:Cali_Pts	0	44.000	44.000	44.000	518.667	718.667	518.500	718.500	518	718	1	1	1.245	0.000	518.667	718.667	0.000	0.000	184.043
9	Adigit_19_C11_N1_P4.jpg:Cali_Pts	0	75.000	75.000	75.000	688.000	720.000	688.500	720.500	688	720	1	1	1.245	0.000	688.000	720.000	0.000	0.000	184.043
10	Adigit_19_C11_N1_P4.jpg:Cali_Pts	0	60.000	60.000	60.000	876.000	721.333	876.500	721.500	876	721	1	1	1.245	0.000	876.000	721.333	0.000	0.000	184.043
11	Adigit_19_C11_N1_P4.jpg:M1	197	6.546	0.000	50.374	0.000	0.000	0.000	0.000	116	719	196	3	-0.877	196.018	116.000	718.667	179.221	0.000	196.018
12	Adigit_19_C11_N1_P4.jpg:M2	208	12.890	0.000	89.100	0.000	0.000	0.000	0.000	312	719	207	3	0.834	206.684	312.000	721.333	0.739	0.000	206.684
13	Adigit_19_C11_N1_P4.jpg:M3	170	37.942	2.477	88.635	0.000	0.000	0.000	0.000	519	719	169	1	-0.674	169.339	518.667	718.667	179.549	0.000	169.339
14	Adigit_19_C11_N1_P4.jpg:M4	189	22.346	0.000	75.333	0.000	0.000	0.000	0.000	688	720	188	1	-0.305	188.005	688.000	720.000	179.594	0.000	188.005
