 	Label	Area	Mean	StdDev	Mode	Min	Max	X	Y	Perim.	BX	BY	Width	Height	Angle	Feret	FeretX	FeretY	FeretAngle	MinFeret	Length
1	IMG_7058.JPG:Pa1b	205262	109.520	38.306	79.000	20.000	234.000	217.893	2102.387	1983.208	0	1801	485	575	-86.581	591.846	8.000	1870.000	142.414	485.000	318.567
2	IMG_7058.JPG:Pa2b	51444	129.194	39.897	129.000	26.000	232.000	584.167	855.409	1152.251	468	693	228	309	-86.581	327.439	497.000	991.000	64.687	215.422	318.567
3	IMG_7058.JPG:Pa3bb	2639	209.243	29.561	234.000	105.000	238.000	1310.501	156.712	207.547	1271	132	82	48	-86.581	84.172	1271.000	171.000	13.046	46.252	318.567
4	IMG_7058.JPG:Pa4b	39148	123.091	38.341	108.000	36.000	232.000	1390.883	412.529	912.048	1260	305	264	208	-86.581	273.029	1264.000	362.000	151.088	194.082	318.567
5	IMG_7058.JPG:Pa5bb	10782	195.989	44.478	235.000	63.000	250.000	2280.949	1047.069	405.397	2220	992	137	125	-86.581	141.156	2220.000	1068.000	13.938	107.543	318.567
6	IMG_7058.JPG:Pa6b	38008	117.435	42.190	82.000	30.000	232.000	1949.421	838.050	1901.077	1775	698	324	272	-86.581	365.483	1807.000	706.000	138.327	258.006	318.567
7	IMG_7058.JPG:Pa8b	82001	122.508	43.679	90.000	21.000	239.000	1582.252	1543.008	2138.633	1428	1276	341	542	-86.581	544.394	1618.000	1818.000	84.625	288.182	318.567
8	IMG_7058.JPG:Pa10	15501	87.698	29.785	62.000	33.000	220.000	2514.946	1364.616	453.185	2450	1290	130	143	-86.581	151.714	2478.000	1431.000	68.339	130.000	318.567
9	IMG_7058.JPG:Pa11b	40689	90.621	31.091	72.000	31.000	219.000	2528.109	1571.999	813.879	2433	1445	235	270	-86.581	272.905	2495.000	1715.000	80.296	232.264	318.567
10	IMG_7058.JPG:Pa12b	27135	103.683	35.688	84.000	29.000	224.000	2672.873	1420.908	637.024	2565	1324	202	186	-86.581	227.379	2596.000	1505.000	48.387	166.928	318.567
11	IMG_7058.JPG:Pa13b	21746	77.268	41.777	42.000	26.000	224.000	1854.074	2236.454	577.227	1756	2157	187	162	-86.581	199.529	1756.000	2251.000	28.106	153.401	318.567
12	IMG_7058.JPG:Pa14b	25820	109.352	39.479	86.000	24.000	229.000	1670.258	2581.377	635.837	1560	2497	238	157	-86.581	246.455	1560.000	2543.000	164.949	153.462	318.567
13	IMG_7058.JPG:Pa15b	29235	110.308	36.108	105.000	31.000	231.000	1820.229	2026.535	661.605	1727	1916	183	220	-86.581	226.771	1781.000	2136.000	75.964	177.543	318.567
14	IMG_7058.JPG:Pa16bb	10242	153.585	35.221	185.000	61.000	219.000	3563.650	2574.202	436.985	3518	2493	89	169	-86.581	170.426	3552.000	2662.000	82.583	88.970	318.567
15	IMG_7058.JPG:Pa17b	52217	98.437	30.751	79.000	35.000	210.000	3496.658	2146.955	1028.348	3367	1970	269	315	-86.581	316.830	3489.000	1970.000	96.160	240.328	318.567
16	IMG_7058.JPG:Pa18b	68603	108.921	33.166	99.000	32.000	218.000	3054.722	1349.012	1255.512	2893	1182	311	334	-86.581	395.380	2912.000	1226.000	133.668	260.226	318.567
17	IMG_7058.JPG:Pa19	53310	76.493	15.792	66.000	42.000	171.000	3305.329	122.088	899.295	3160	0	293	254	-86.581	326.712	3161.000	9.000	138.847	244.846	318.567
18	IMG_7058.JPG:M1	299	135.507	63.032	81.175	67.905	218.888	2181.000	538.333	298.033	2159	391	45	296	-98.619	298.033	2158.667	685.667	81.381	0.000	298.033
19	IMG_7058.JPG:M2	317	63.620	9.709	62.747	52.550	179.890	2133.667	842.000	315.537	2108	686	52	313	-99.363	315.537	2108.000	997.667	80.637	0.000	315.537
20	IMG_7058.JPG:M3	321	146.455	66.975	218.090	66.833	221.411	2081.667	1154.333	319.728	2053	997	58	316	-100.209	319.728	2053.333	1311.667	79.791	0.000	319.728
21	IMG_7058.JPG:M4	322	58.921	6.236	55.155	50.412	116.034	2023.667	1470.000	321.116	1993	1312	62	317	-100.890	321.116	1993.333	1627.667	79.110	0.000	321.116
