 	Label	Area	Mean	StdDev	Mode	Min	Max	X	Y	Perim.	BX	BY	Width	Height	Angle	Feret	FeretX	FeretY	FeretAngle	MinFeret	Length
1	IMG_5150.JPG:Pa1	27762	105.615	18.921	99.000	53.000	218.000	78.478	1215.072	689.428	0	1111	171	214	-91.257	224.109	7	1308	51.340	171.000	319.077
2	IMG_5150.JPG:Pa2	110344	94.708	19.741	96.000	38.000	233.000	645.601	1375.401	1982.642	445	1149	413	451	-91.257	451.004	632	1600	89.746	412.310	319.077
3	IMG_5150.JPG:Pa3	15300	72.748	13.375	68.000	39.000	165.000	992.409	1435.515	522.741	909	1357	160	142	-91.257	182.214	909	1468	29.238	130.727	319.077
4	IMG_5150.JPG:M1	336	94.202	13.374	84.803	67.377	146.333	2579.000	1980.500	335.292	2572	1813	15	336	-92.393	335.292	2572	2148	87.607	1.776E-15	335.292
5	IMG_5150.JPG:M2	316	84.472	7.699	78.835	70.225	118.667	2593.500	1328.500	315.002	2593	1171	2	316	-90.182	315.002	2593	1486	89.818	0.000	315.002
6	IMG_5150.JPG:M3	327	162.478	57.779	218.522	87.215	231.175	2594.500	1650.000	326.038	2592	1487	6	327	-90.879	326.038	2592	1813	89.121	0.000	326.038
7	IMG_5150.JPG:M4	294	153.818	57.620	87.623	85.580	235.000	2593.500	1022.500	293.015	2592	876	4	294	-89.413	293.015	2592	876	90.587	0.000	293.015
8	IMG_5150.JPG:Pa4	41749	74.935	15.668	69.000	32.000	201.000	2803.925	2643.065	1099.898	2642	2540	356	190	-91.257	356.202	2642	2651	1.931	181.561	319.077
9	IMG_5150.JPG:Pa6	19679	78.588	16.565	77.000	39.000	219.000	2772.138	2496.145	639.955	2665	2413	205	172	-91.257	239.385	2665	2449	145.381	127.986	319.077
10	IMG_5150.JPG:Pa5	11829	83.367	19.063	77.000	51.000	222.000	3008.535	2436.029	433.298	2940	2373	137	131	-91.257	139.560	2943	2451	16.227	122.873	319.077
