 	Label	Area	Mean	StdDev	Mode	Min	Max	X	Y	Perim.	BX	BY	Width	Height	Angle	Feret	FeretX	FeretY	FeretAngle	MinFeret	Length
1	IMG_4208.JPG:Cali_Pts	0	59.000	0.000	59.000	59.000	59.000	1492.000	476.000	0.000	1492	476	1	1	0.000	0.000	1492	476	0.000	0.000	0.000
2	IMG_4208.JPG:Cali_Pts	0	190.000	0.000	190.000	190.000	190.000	1443.000	743.000	0.000	1443	743	1	1	0.000	0.000	1443	743	0.000	0.000	0.000
3	IMG_4208.JPG:Cali_Pts	0	125.000	0.000	125.000	125.000	125.000	1383.000	1026.000	0.000	1383	1026	1	1	0.000	0.000	1383	1026	0.000	0.000	0.000
4	IMG_4208.JPG:Cali_Pts	0	117.000	0.000	117.000	117.000	117.000	1327.000	1315.000	0.000	1327	1315	1	1	0.000	0.000	1327	1315	0.000	0.000	0.000
5	IMG_4208.JPG:Cali_Pts	0	111.000	0.000	111.000	111.000	111.000	1269.000	1602.000	0.000	1269	1602	1	1	0.000	0.000	1269	1602	0.000	0.000	0.000
6	IMG_4208.JPG:M1	272	140.296	51.693	111.757	54.706	240.759	1467.500	609.500	271.459	1443	476	50	268	-100.399	271.459	1443	743	79.601	0.000	271.459
7	IMG_4208.JPG:M2	290	102.214	10.473	98.393	89.100	190.333	1413.000	884.500	289.291	1383	743	61	284	-101.970	289.291	1383	1026	78.030	0.000	289.291
8	IMG_4208.JPG:M3	295	173.077	57.226	231.296	102.698	244.906	1355.000	1170.500	294.376	1327	1026	57	290	-100.966	294.376	1327	1315	79.034	0.000	294.376
9	IMG_4208.JPG:M4	294	97.963	9.801	90.849	81.795	142.002	1298.000	1458.500	292.802	1269	1315	59	288	-101.425	292.802	1269	1602	78.575	0.000	292.802
10	IMG_4208.JPG:Pa1pm	287770	102.450	23.275	102.000	42.000	229.000	191.667	564.361	2241.392	0	143	452	883	0.000	916.743	3	1026	73.067	452.000	0.000
11	IMG_4208.JPG:Pa2pm	1820252	96.153	30.434	83.000	22.000	252.000	2625.492	1409.896	9409.345	1761	216	1850	2169	0.000	2281.758	2019	351	122.144	1561.457	0.000
