 	Label	Area	Mean	Min	Max	X	Y	XM	YM	BX	BY	Width	Height	Angle	Length
1	\IMG_4181.JPG:Cali_Pts	0	109.000	109.000	109.000	992	698	992.500	698.500	992	698	1	1	-120.052	323.487
2	\IMG_4181.JPG:Cali_Pts	0	175.000	175.000	175.000	1042	974	1042.500	974.500	1042	974	1	1	-120.052	323.487
3	\IMG_4181.JPG:Cali_Pts	0	147.000	147.000	147.000	1099	1274	1099.500	1274.500	1099	1274	1	1	-120.052	323.487
4	\IMG_4181.JPG:Cali_Pts	0	132.000	132.000	132.000	1158	1578	1158.500	1578.500	1158	1578	1	1	-120.052	323.487
5	\IMG_4181.JPG:Cali_Pts	0	142.000	142.000	142.000	1220	1889	1220.500	1889.500	1220	1889	1	1	-120.052	323.487
6	\IMG_4181.JPG:M1	281	149.060	89.418	221.869	0	0	0.000	0.000	992	698	50	276	-79.732	280.492
7	\IMG_4181.JPG:M2	306	75.335	60.671	175.000	0	0	0.000	0.000	1042	974	57	300	-79.242	305.367
8	\IMG_4181.JPG:M3	311	162.062	85.805	235.624	0	0	0.000	0.000	1099	1274	59	304	-79.017	309.672
9	\IMG_4181.JPG:M4	318	80.840	62.242	142.333	0	0	0.000	0.000	1158	1578	62	311	-78.726	317.120
