 	Label	Area	Mean	Min	Max	X	Y	XM	YM	BX	BY	Width	Height	Angle	Feret	FeretX	FeretY	FeretAngle	MinFeret	Length
1	Adigit_C1_N1_P9.jpg:e1	5619	205.636	96.000	249.000	0	0	372.573	303.722	324	264	98	79	2.220	108.784	325	334	29.157	67.989	129.097
2	Adigit_C1_N1_P9.jpg:e2	3261	212.211	144.000	245.000	0	0	264.699	251.826	231	222	72	60	2.220	78.892	235	231	149.534	60.000	129.097
3	Adigit_C1_N1_P9.jpg:e3	3415	199.919	120.000	237.000	0	0	321.116	235.726	288	202	68	72	2.220	76.551	306	274	70.145	65.316	129.097
4	Adigit_C1_N1_P9.jpg:e4	3914	226.540	115.000	255.000	0	0	240.524	181.795	208	145	73	71	2.220	81.006	217	216	61.220	67.351	129.097
5	Adigit_C1_N1_P9.jpg:e5	2326	210.210	138.000	243.000	0	0	292.377	163.476	263	141	59	52	2.220	65.605	263	144	142.431	52.000	129.097
6	Adigit_C1_N1_P9.jpg:e6	4152	199.500	119.000	248.000	0	0	349.863	166.021	313	117	70	93	2.220	102.460	338	210	65.186	67.717	129.097
7	Adigit_C1_N1_P9.jpg:e7	5042	208.476	116.000	249.000	0	0	407.274	151.332	370	108	72	91	2.220	99.810	386	199	65.746	72.000	129.097
8	Adigit_C1_N1_P9.jpg:Cali_Pts	0	24.000	24.000	24.000	251	598	251.500	598.500	251	598	1	1	2.220	0.000	251	598	0.000	0.000	129.097
9	Adigit_C1_N1_P9.jpg:Cali_Pts	0	33.000	33.000	33.000	386	601	386.500	601.500	386	601	1	1	2.220	0.000	386	601	0.000	0.000	129.097
10	Adigit_C1_N1_P9.jpg:Cali_Pts	0	36.000	36.000	36.000	518	598	518.500	598.500	518	598	1	1	2.220	0.000	518	598	0.000	0.000	129.097
11	Adigit_C1_N1_P9.jpg:Cali_Pts	0	43.000	43.000	43.000	646	601	646.500	601.500	646	601	1	1	2.220	0.000	646	601	0.000	0.000	129.097
12	Adigit_C1_N1_P9.jpg:Cali_Pts	0	34.000	34.000	34.000	779	608	779.500	608.500	779	608	1	1	2.220	0.000	779	608	0.000	0.000	129.097
13	Adigit_C1_N1_P9.jpg:M1	136	33.774	0.000	63.533	0	0	0.000	0.000	251	598	135	3	-1.273	135.033	251	598	178.727	0.000	135.033
14	Adigit_C1_N1_P9.jpg:M2	133	38.641	0.000	66.667	0	0	0.000	0.000	386	598	132	3	1.302	132.034	386	601	1.302	0.000	132.034
15	Adigit_C1_N1_P9.jpg:M3	129	35.738	0.000	67.997	0	0	0.000	0.000	518	598	128	3	-1.343	128.035	518	598	178.657	0.000	128.035
16	Adigit_C1_N1_P9.jpg:M4	134	34.838	0.000	65.333	0	0	0.000	0.000	646	601	133	7	-3.013	133.184	646	601	176.987	0.000	133.184
